reference	Homo_sapiens	Gorilla_gorilla	Macaca_mulatta	Nomascus_leucogenys	Pan_troglodytes	Pongo_abelii
Homo_sapiens	ENSG00000104723	ENSG00000104723_864_P	ENSMMUG00000007068	ENSNLEG00000002150	gene17088	gene_TUSC3	
Homo_sapiens	ENSG00000168958	ENSGGOG00000016922_15391_P	ENSMMUG00000013246	ENSNLEG00000028466	gene6314	gene_MFF	
Homo_sapiens	ENSG00000215029	ENSGGOG00000016037_981_M	ENSMMUG00000046899	ENSNLEG00000007565	gene38687	gene_TCP11X2	
Homo_sapiens	ENSG00000167779	-	ENSMMUG00000049113	ENSNLEG00000017722	gene24451	gene_IGFBP6	
Homo_sapiens	ENSG00000111667	ENSG00000111667_866_P	ENSMMUG00000005192	ENSNLEG00000004763	gene23863	gene_USP5	
Homo_sapiens	ENSG00000177697	ENSG00000177697_867_P	ENSMMUG00000043328	ENSNLEG00000008676	gene21498	gene_CD151	
Homo_sapiens	ENSG00000176692	-	ENSMMUG00000019498	ENSG00000176692-1124-P	gene30581	gene_FOXC2	
Homo_sapiens	ENSG00000163362	ENSGGOG00000027521_14511_P	ENSG00000163362-1130-M	ENSNLEG00000018072	gene3039	gene_C1H1orf106	
Homo_sapiens	ENSG00000137656	-	ENSMMUG00000020002	ENSNLEG00000007329	gene23412	gene_BUD13	
Homo_sapiens	ENSG00000123500	ENSGGOG00000023907_10384_M	ENSG00000123500-1131-P	ENSNLEG00000013102	gene14273	gene_COL10A1	
Homo_sapiens	ENSG00000125482	-	ENSMMUG00000006833	ENSNLEG00000012847	gene19715	gene_TTF1	
Homo_sapiens	ENSG00000105339	-	ENSMMUG00000013578	ENSNLEG00000001560	gene18267	gene_DENND3	
Homo_sapiens	ENSG00000106617	ENSGGOG00000014820_13897_M	ENSMMUG00000010943	ENSNLEG00000004532	gene16817	gene_PRKAG2	
Homo_sapiens	ENSG00000104848	ENSG00000104848-868-M	ENSMMUG00000040800	ENSNLEG00000004894	gene34870	gene_KCNA7	
Homo_sapiens	ENSG00000204978	-	ENSMMUG00000044915	ENSNLEG00000013610	gene34594	gene_ERICH4	
Homo_sapiens	ENSG00000104691	-	ENSMMUG00000029011	ENSNLEG00000028201	gene17275	gene_UBXN8	
Homo_sapiens	ENSG00000253313	ENSGGOG00000042246_21832_M	ENSMMUG00000043761	-	ENSG00000253313-996-M	gene_C1H1orf210	
Homo_sapiens	ENSG00000144227	ENSG00000144227_879_M	ENSMMUG00000005176	ENSNLEG00000008920	gene5427	gene_NXPH2	
Homo_sapiens	ENSG00000204681	ENSG00000204681_880_M	ENSMMUG00000021483	ENSNLEG00000028679	gene13160	gene_GABBR1	
Homo_sapiens	ENSG00000272674	ENSG00000272674_881_P	ENSG00000272674-1140-P	ENSNLEG00000033041	gene11839	gene_PCDHB16	
Homo_sapiens	ENSG00000175274	ENSGGOG00000006941_727_M	ENSMMUG00000031040	ENSNLEG00000017974	gene22129	gene_TP53I11	
Homo_sapiens	ENSG00000169991	ENSG00000169991_883_M	ENSMMUG00000004754	ENSNLEG00000007810	gene358	gene_IFFO2	
Homo_sapiens	ENSG00000006634	ENSGGOG00000015538_14294_M	ENSMMUG00000006771	ENSNLEG00000015022	gene15897	gene_DBF4	
Homo_sapiens	ENSG00000118017	ENSGGOG00000004560_11739_M	ENSMMUG00000038999	ENSNLEG00000004148	gene8114	gene_A4GNT	
Homo_sapiens	ENSG00000198478	ENSG00000198478_888_P	ENSMMUG00000046434	ENSNLEG00000036162	gene13927	gene_SH3BGRL2	
Homo_sapiens	ENSG00000155304	-	ENSMMUG00000020091	ENSNLEG00000001796	gene36448	gene_HSPA13	
Homo_sapiens	ENSG00000221983	ENSG00000221983_886_P	ENSG00000221983-1150-P	ENSNLEG00000035588	gene34099	gene_UBA52	
Homo_sapiens	ENSG00000116981	ENSG00000116981_891_M	ENSMMUG00000040991	ENSNLEG00000011971	gene834	gene_NT5C1A	
Homo_sapiens	ENSG00000130475	ENSGGOG00000011134_3758_P	ENSMMUG00000012277	ENSNLEG00000005847	gene34066	gene_FCHO1	
Homo_sapiens	ENSG00000179454	ENSG00000179454_890_P	ENSMMUG00000017678	ENSNLEG00000004307	gene27026	gene_KLHL28	
Homo_sapiens	ENSG00000109390	ENSGGOG00000004832_12586_M	ENSG00000109390-1154-M	ENSNLEG00000034036	gene10126	gene_NDUFC1	
Homo_sapiens	ENSG00000143450	ENSGGOG00000001904_5463_P	ENSMMUG00000009095	ENSNLEG00000010280	gene2183	gene_OAZ3	
Homo_sapiens	ENSG00000180016	ENSG00000180016_894_M	ENSG00000180016-1156-M	ENSG00000180016-1154-P	gene30848	gene_LOC100436476	
Homo_sapiens	ENSG00000221878	-	ENSMMUG00000001696	ENSNLEG00000030339	-	-	
Homo_sapiens	ENSG00000123454	ENSG00000123454_897_P	ENSMMUG00000017207	ENSNLEG00000013317	gene19756	gene_DBH	
Homo_sapiens	ENSG00000145536	ENSGGOG00000014865_8957_M	ENSMMUG00000019205	ENSNLEG00000011241	gene10704	gene_ADAMTS16	
Homo_sapiens	ENSG00000109063	ENSGGOG00000000572_6418_M	ENSMMUG00000020084	ENSNLEG00000010256	gene31945	gene_MYH3	
Homo_sapiens	ENSG00000165023	ENSG00000165023_900_M	ENSMMUG00000007223	ENSNLEG00000034645	gene19119	gene_DIRAS2	
Homo_sapiens	ENSG00000145349	ENSG00000145349_899_M	ENSMMUG00000008587	ENSNLEG00000016216	gene9943	gene_CAMK2D	
Homo_sapiens	ENSG00000130962	ENSG00000130962_901_P	ENSG00000130962-1170-P	ENSG00000130962-1333-M	gene38013	gene_PRRG1	
Homo_sapiens	ENSG00000137573	ENSG00000137573_902_M	ENSMMUG00000023274	ENSNLEG00000011274	gene17648	gene_SULF1	
Homo_sapiens	ENSG00000130054	ENSG00000130054_903_P	ENSMMUG00000006416	-	gene38403	gene_FAM155B	
Homo_sapiens	ENSG00000185567	-	ENSMMUG00000010579	ENSNLEG00000016390	gene27911	gene_AHNAK2	
Homo_sapiens	ENSG00000165071	ENSGGOG00000013956_876_M	ENSMMUG00000010189	ENSNLEG00000005774	gene18224	gene_TMEM71	
Homo_sapiens	ENSG00000087253	ENSG00000087253-899-P	ENSMMUG00000004478	ENSNLEG00000001258	gene30097	gene_LPCAT2	
Homo_sapiens	ENSG00000123091	ENSG00000123091_907_P	ENSMMUG00000012112	ENSNLEG00000033471	gene1086	gene_RNF11	
Homo_sapiens	ENSG00000196873	ENSGGOG00000022867_18997_P	-	-	-	-	
Homo_sapiens	ENSG00000175325	ENSGGOG00000022869_8185_M	ENSMMUG00000039065	ENSNLEG00000015712	gene12287	gene_PROP1	
Homo_sapiens	ENSG00000091527	ENSG00000091527_911_P	ENSMMUG00000000058	ENSNLEG00000033236	gene8065	gene_CDV3	
Homo_sapiens	ENSG00000160961	ENSGGOG00000006355_3795_P	ENSMMUG00000020653	ENSNLEG00000005137	gene33967	gene_ZNF333	
Homo_sapiens	ENSG00000010626	ENSGGOG00000002523_10527_P	ENSMMUG00000001781	ENSNLEG00000004880	gene23867	gene_LRRC23	
Homo_sapiens	ENSG00000141655	ENSGGOG00000004309_13513_P	ENSMMUG00000002210	ENSNLEG00000008614	gene33257	gene_TNFRSF11A	
Homo_sapiens	ENSG00000181617	ENSGGOG00000036894_14390_P	ENSMMUG00000006030	ENSNLEG00000007669	gene9455	gene_FDCSP	
Homo_sapiens	ENSG00000120256	ENSG00000120256_915_M	ENSMMUG00000029463	ENSNLEG00000034380	gene14606	gene_LRP11	
Homo_sapiens	ENSG00000150760	ENSGGOG00000015094_6225_P	ENSMMUG00000018547	ENSNLEG00000000434	gene21370	gene_DOCK1	
Homo_sapiens	ENSG00000234545	ENSGGOG00000036830_5806_P	ENSMMUG00000019802	ENSNLEG00000015333	gene15943	gene_FAM133B	
Homo_sapiens	ENSG00000198805	ENSGGOG00000002126_5822_M	ENSMMUG00000019126	ENSNLEG00000010969	gene26649	gene_PNP	
Homo_sapiens	ENSG00000167377	ENSG00000167377_919_M	ENSMMUG00000008405	ENSNLEG00000005799	gene30403	gene_ZNF23	
Homo_sapiens	ENSG00000108055	ENSG00000108055_920_P	ENSMMUG00000007982	ENSNLEG00000015486	gene21185	gene_SMC3	
Homo_sapiens	ENSG00000255432	ENSG00000255432_921_M	ENSG00000255432-1190-P	ENSG00000255432-1202-M	ENSG00000255432-1049-M	ENSG00000255432-1159-P	
Homo_sapiens	ENSG00000101444	ENSG00000101444_922_M	ENSMMUG00000016306	ENSNLEG00000010041	gene35883	gene_AHCY	
Homo_sapiens	ENSG00000179564	ENSGGOG00000007065_9361_P	ENSG00000179564-1193-M	ENSNLEG00000006978	gene7210	gene_LSMEM2	
Homo_sapiens	ENSG00000284800	ENSG00000284800-911-M	ENSG00000284800-1195-M	ENSG00000284800-1205-M	gene38688	ENSG00000284800-1164-M	
Homo_sapiens	ENSG00000174343	ENSG00000174343_925_P	ENSMMUG00000030358	ENSNLEG00000017150	gene9204	gene_CHRNA9	
Homo_sapiens	ENSG00000111671	ENSG00000111671_926_M	ENSMMUG00000044556	ENSNLEG00000018833	gene23865	gene_SPSB2	
Homo_sapiens	ENSG00000185038	-	ENSMMUG00000021219	ENSG00000185038-1213-P	gene6432	gene_MROH2A	
Homo_sapiens	ENSG00000141295	ENSGGOG00000004547_6892_P	ENSMMUG00000003012	ENSNLEG00000001940	gene31195	gene_SCRN2	
Homo_sapiens	ENSG00000242362	ENSG00000242362-916-M	ENSMMUG00000040516	-	gene38909	gene_LOC100442901	
Homo_sapiens	ENSG00000163380	ENSGGOG00000015200_8897_M	ENSMMUG00000008628	ENSNLEG00000002236	gene7440	gene_LMOD3	
Homo_sapiens	ENSG00000234068	-	ENSMMUG00000045389	ENSNLEG00000015497	gene38312	gene_LOC100435865	
Homo_sapiens	ENSG00000174792	ENSG00000174792-919-P	ENSMMUG00000041351	ENSNLEG00000007979	gene9380	gene_ODAPH	
Homo_sapiens	ENSG00000157764	-	ENSMMUG00000042793	ENSNLEG00000002139	gene16570	gene_BRAF	
Homo_sapiens	ENSG00000093072	ENSGGOG00000007790_1521_M	ENSMMUG00000002529	ENSNLEG00000028283	gene37007	gene_ADA2	
Homo_sapiens	ENSG00000115641	-	ENSMMUG00000016594	ENSNLEG00000010608	gene5164	gene_FHL2	
Homo_sapiens	ENSG00000056097	ENSG00000056097_936_P	ENSMMUG00000001317	ENSNLEG00000014098	gene11268	gene_ZFR	
Homo_sapiens	ENSG00000106853	ENSGGOG00000013334_18388_M	ENSMMUG00000012749	ENSNLEG00000017487	gene19389	gene_PTGR1	
Homo_sapiens	ENSG00000063244	ENSG00000063244_937_P	ENSMMUG00000004810	ENSNLEG00000010562	gene35261	gene_U2AF2	
Homo_sapiens	ENSG00000198843	ENSGGOG00000028291_14887_P	ENSMMUG00000017699	ENSNLEG00000003284	gene8260	gene_SELENOT	
Homo_sapiens	ENSG00000132376	ENSGGOG00000007373_4697_M	ENSMMUG00000002373	ENSNLEG00000000765	gene30792	gene_INPP5K	
Homo_sapiens	ENSG00000113273	ENSGGOG00000010450_20943_P	ENSMMUG00000006792	ENSNLEG00000012786	gene10979	gene_ARSB	
Homo_sapiens	ENSG00000147168	ENSGGOG00000014674_7576_M	ENSMMUG00000017795	ENSNLEG00000001139	gene38433	gene_IL2RG	
Homo_sapiens	ENSG00000186231	-	ENSMMUG00000005093	ENSNLEG00000013575	gene14082	gene_KLHL32	
Homo_sapiens	ENSG00000100012	ENSGGOG00000004262_18263_M	ENSMMUG00000019374	ENSNLEG00000003867	gene37277	gene_SEC14L3	
Homo_sapiens	ENSG00000111276	ENSG00000111276_946_P	ENSMMUG00000044308	ENSNLEG00000003595	gene24052	gene_CDKN1B	
Homo_sapiens	ENSG00000197172	-	-	ENSG00000197172-1234-P	gene39240	-	
Homo_sapiens	ENSG00000100604	-	ENSMMUG00000009971	ENSNLEG00000017179	gene27612	gene_CHGA	
Homo_sapiens	ENSG00000235750	-	ENSMMUG00000041845	-	ENSG00000235750-1086-M	ENSG00000235750-1191-P	
Homo_sapiens	ENSG00000105383	ENSGGOG00000010809_1260_P	ENSMMUG00000009486	ENSNLEG00000005856	gene34987	gene_CD33	
Homo_sapiens	ENSG00000091513	ENSG00000091513_951_P	ENSMMUG00000008916	ENSNLEG00000003589	gene8071	gene_TF	
Homo_sapiens	ENSG00000092067	ENSGGOG00000007419_18000_P	ENSMMUG00000019652	ENSNLEG00000014958	gene26786	gene_CEBPE	
Homo_sapiens	ENSG00000204501	-	ENSG00000204501-1227-M	-	-	ENSG00000204501-1478-M	
Homo_sapiens	ENSG00000182793	ENSG00000244067_9546_M	ENSMMUG00000017137	ENSNLEG00000027295	gene13725	gene_LOC100445831	
Homo_sapiens	ENSG00000171819	ENSGGOG00000010647_13672_P	ENSMMUG00000006187	ENSNLEG00000009601	gene190	gene_ANGPTL7	
Homo_sapiens	ENSG00000106688	ENSGGOG00000000262_10162_M	ENSMMUG00000000135	ENSNLEG00000031411	gene18445	gene_SLC1A1	
Homo_sapiens	ENSG00000284874	ENSG00000284874-847-P	ENSG00000284874-1371-P	ENSG00000284874-1453-M	ENSG00000284874-1395-M	ENSG00000284874-1485-M	
Homo_sapiens	ENSG00000183850	ENSG00000183850_957_P	-	ENSNLEG00000008916	gene34201	ENSG00000183850-1488-P	
Homo_sapiens	ENSG00000253309	ENSGGOG00000001173_14298_P	ENSMMUG00000013190	ENSNLEG00000003888	gene26151	gene_SERPINE3	
Homo_sapiens	ENSG00000109220	ENSG00000109220_959_P	ENSMMUG00000006382	-	gene9616	gene_CHIC2	
Homo_sapiens	ENSG00000117174	ENSGGOG00000001289_7998_M	ENSMMUG00000013203	ENSNLEG00000010042	gene1447	gene_ZNHIT6	
Homo_sapiens	ENSG00000147588	ENSG00000147588_962_P	ENSMMUG00000047024	ENSNLEG00000002468	gene17764	gene_PMP2	
Homo_sapiens	ENSG00000170264	ENSGGOG00000013942_12996_P	ENSMMUG00000013972	ENSNLEG00000009719	gene4495	gene_FAM161A	
Homo_sapiens	ENSG00000165102	ENSGGOG00000016985_14106_M	ENSMMUG00000047028	ENSNLEG00000029760	gene17405	gene_HGSNAT	
Homo_sapiens	ENSG00000166133	ENSGGOG00000006684_21227_P	ENSMMUG00000001483	ENSNLEG00000035735	gene28349	gene_RPUSD2	
Homo_sapiens	ENSG00000093009	ENSG00000093009_965_P	ENSMMUG00000021904	ENSNLEG00000005423	gene36969	gene_CDC45	
Homo_sapiens	ENSG00000147234	ENSGGOG00000011863_14790_P	ENSMMUG00000022293	ENSNLEG00000013906	gene38756	gene_FRMPD3	
Homo_sapiens	ENSG00000166741	ENSGGOG00000003749_11859_P	ENSMMUG00000007086	ENSNLEG00000007321	gene23387	gene_NNMT	
Homo_sapiens	ENSG00000186792	ENSGGOG00000007081_16183_M	ENSMMUG00000044500	ENSNLEG00000006981	gene7212	gene_HYAL3	
Homo_sapiens	ENSG00000141279	ENSGGOG00000027359_687_M	ENSMMUG00000005869	ENSNLEG00000016036	gene31203	gene_NPEPPS	
Homo_sapiens	ENSG00000215148	-	ENSG00000215148-1246-P	ENSNLEG00000032911	gene29522	gene_PRSS41	
Homo_sapiens	ENSG00000101365	ENSGGOG00000010029_14053_M	ENSMMUG00000021328	ENSNLEG00000009124	gene35467	gene_IDH3B	
Homo_sapiens	ENSG00000273213	-	ENSG00000273213-1391-M	-	-	-	
Homo_sapiens	ENSG00000134245	ENSGGOG00000003613_14452_P	ENSMMUG00000007765	ENSNLEG00000004104	gene1799	gene_WNT2B	
Homo_sapiens	ENSG00000125207	ENSGGOG00000015722_2138_P	ENSMMUG00000005629	ENSNLEG00000008225	gene25633	gene_PIWIL1	
Homo_sapiens	ENSG00000167695	ENSGGOG00000015506_6148_P	ENSMMUG00000023373	ENSNLEG00000032533	gene30774	gene_FAM57A	
Homo_sapiens	ENSG00000187959	ENSGGOG00000026659_18148_P	ENSMMUG00000001271	ENSNLEG00000001420	gene32400	gene_CPSF4L	
Homo_sapiens	ENSG00000136205	-	ENSMMUG00000019393	ENSNLEG00000004438	gene15471	gene_TNS3	
Homo_sapiens	ENSG00000134256	ENSGGOG00000008209_20675_P	ENSMMUG00000016904	ENSNLEG00000005188	gene1912	gene_CD101	
Homo_sapiens	ENSG00000186980	-	-	ENSG00000186980-1486-M	ENSG00000186980-1427-M	ENSG00000186980-1526-M	
Homo_sapiens	ENSG00000205129	ENSGGOG00000027706_923_P	ENSMMUG00000048393	ENSNLEG00000011221	gene10552	gene_C4H4orf47	
Homo_sapiens	ENSG00000143190	-	ENSMMUG00000008155	ENSNLEG00000014790	gene2671	gene_POU2F1	
Homo_sapiens	ENSG00000145604	ENSG00000145604_983_M	ENSMMUG00000015225	ENSNLEG00000016025	gene11227	gene_SKP2	
Homo_sapiens	ENSG00000197557	ENSGGOG00000009811_14894_M	ENSMMUG00000041827	ENSNLEG00000030979	gene5792	gene_LOC100458018	
Homo_sapiens	ENSG00000182902	ENSGGOG00000015021_265_P	ENSMMUG00000031121	ENSNLEG00000007835	gene37003	gene_SLC25A18	
Homo_sapiens	ENSG00000167081	ENSGGOG00000009025_2804_P	ENSMMUG00000013763	ENSNLEG00000034849	gene19577	gene_PBX3	
Homo_sapiens	ENSG00000183578	ENSGGOG00000022663_16932_M	ENSMMUG00000001388	ENSNLEG00000006361	gene28555	gene_TNFAIP8L3	
Homo_sapiens	ENSG00000268606	ENSG00000183305_1717_P	ENSMMUG00000023695	ENSG00000268606-1273-M	gene39245	gene_LOC100456595	
Homo_sapiens	ENSG00000146006	ENSG00000146006-965-M	ENSMMUG00000017990	ENSNLEG00000018461	gene11762	gene_LRRTM2	
Homo_sapiens	ENSG00000164825	ENSGGOG00000011726_12111_M	ENSG00000164825-1265-M	ENSNLEG00000028667	gene16946	gene_DEFB1	
Homo_sapiens	ENSG00000085831	ENSGGOG00000012965_18624_M	ENSMMUG00000004564	ENSNLEG00000016232	gene1088	gene_TTC39A	
Homo_sapiens	ENSG00000143401	ENSG00000143401-966-P	ENSMMUG00000021531	ENSNLEG00000032790	gene2115	gene_ANP32E	
Homo_sapiens	ENSG00000198818	ENSGGOG00000024304_10781_M	ENSMMUG00000011736	ENSNLEG00000031636	gene14781	gene_SFT2D1	
Homo_sapiens	ENSG00000102898	ENSG00000102898_994_P	ENSMMUG00000012038	ENSNLEG00000004889	gene30287	gene_NUTF2	
Homo_sapiens	ENSG00000182993	ENSGGOG00000041150_7863_P	ENSMMUG00000012788	ENSNLEG00000003965	gene24087	gene_C12H12orf60	
Homo_sapiens	ENSG00000120658	ENSG00000120658_996_M	ENSMMUG00000002330	ENSNLEG00000001817	gene26022	gene_ENOX1	
Homo_sapiens	ENSG00000153531	-	ENSMMUG00000046448	ENSNLEG00000000795	gene26567	gene_ADPRHL1	
Homo_sapiens	ENSG00000270188	ENSG00000270188-970-M	-	ENSG00000270188-1282-P	ENSG00000270188-1128-M	-	
Homo_sapiens	ENSG00000119673	ENSGGOG00000015023_12856_P	ENSMMUG00000006855	ENSNLEG00000027180	gene27388	gene_ACOT2	
Homo_sapiens	ENSG00000188343	ENSGGOG00000006452_2263_P	ENSMMUG00000005557	ENSNLEG00000002773	gene17865	gene_FAM92A	
Homo_sapiens	ENSG00000183571	ENSGGOG00000006243_11462_M	ENSMMUG00000012309	ENSNLEG00000000830	gene29293	gene_PGPEP1L	
Homo_sapiens	ENSG00000087077	ENSGGOG00000001505_12272_M	ENSMMUG00000021252	ENSNLEG00000035253	gene16108	gene_TRIP6	
Homo_sapiens	ENSG00000187730	ENSGGOG00000013018_18599_P	ENSMMUG00000019086	ENSNLEG00000000172	gene35	gene_GABRD	
Homo_sapiens	ENSG00000170929	-	ENSG00000170929-1429-P	ENSG00000170929-1522-M	-	ENSG00000170929-1561-P	
Homo_sapiens	ENSG00000163026	ENSG00000163026_2040_P	ENSMMUG00000012340	ENSNLEG00000000787	gene4065	gene_WDCP	
Homo_sapiens	ENSG00000123584	ENSGGOG00000022043_2629_P	ENSMMUG00000007059	ENSG00000123584-1285-M	gene39198	gene_LOC112130905	
Homo_sapiens	ENSG00000240344	ENSGGOG00000022268_17464_M	ENSMMUG00000006638	ENSNLEG00000034236	gene5998	gene_PPIL3	
Homo_sapiens	ENSG00000083844	ENSG00000083844_2043_P	ENSG00000083844-1275-M	ENSNLEG00000010888	gene35312	gene_ZNF264	
Homo_sapiens	ENSG00000093144	ENSGGOG00000024247_15054_M	ENSMMUG00000015352	ENSNLEG00000014138	gene14382	gene_ECHDC1	
Homo_sapiens	ENSG00000125841	ENSGGOG00000006171_14211_P	ENSMMUG00000012599	ENSNLEG00000030985	gene35410	gene_NRSN2	
Homo_sapiens	ENSG00000135436	ENSGGOG00000001570_20654_P	ENSMMUG00000022493	ENSNLEG00000017824	gene24562	gene_FAM186B	
Homo_sapiens	ENSG00000172037	ENSGGOG00000014907_19956_M	ENSMMUG00000002952	ENSNLEG00000006812	gene7169	gene_LAMB2	
Homo_sapiens	ENSG00000232399	-	-	-	-	-	
Homo_sapiens	ENSG00000092850	ENSGGOG00000003766_11159_P	ENSMMUG00000012028	ENSNLEG00000011235	gene765	gene_TEKT2	
Homo_sapiens	ENSG00000136052	ENSGGOG00000008623_8180_M	ENSMMUG00000017129	ENSNLEG00000006583	gene25249	gene_SLC41A2	
Homo_sapiens	ENSG00000139719	ENSGGOG00000005356_17328_M	ENSMMUG00000046409	ENSNLEG00000001520	gene25527	gene_VPS33A	
Homo_sapiens	ENSG00000213927	ENSG00000213927_2051_P	ENSMMUG00000040429	ENSNLEG00000010595	gene18738	gene_CCL27	
Homo_sapiens	ENSG00000173673	-	ENSMMUG00000039017	ENSNLEG00000029984	gene100	gene_HES3	
Homo_sapiens	ENSG00000215305	ENSGGOG00000016124_1871_P	ENSMMUG00000005204	ENSNLEG00000009065	gene35473	gene_VPS16	
Homo_sapiens	ENSG00000144583	ENSG00000144583_2055_M	ENSMMUG00000020824	ENSNLEG00000007271	gene6162	gene_MARCH4	
Homo_sapiens	ENSG00000162542	ENSG00000162542_2056_M	ENSMMUG00000002492	ENSNLEG00000007873	gene383	gene_TMCO4	
Homo_sapiens	ENSG00000114805	ENSG00000114805_2057_M	ENSMMUG00000018341	ENSNLEG00000003776	gene8314	gene_PLCH1	
Homo_sapiens	ENSG00000121318	ENSGGOG00000010080_17609_M	ENSG00000121318-1301-M	ENSG00000121318-1311-P	gene24007	gene_TAS2R10	
Homo_sapiens	ENSG00000174628	ENSGGOG00000013829_2880_P	ENSMMUG00000002708	ENSNLEG00000034248	gene29786	gene_IQCK	
Homo_sapiens	ENSG00000117500	ENSGGOG00000016111_1198_M	ENSMMUG00000016811	ENSNLEG00000010590	gene1546	gene_TMED5	
Homo_sapiens	ENSG00000178691	-	ENSMMUG00000001116	ENSNLEG00000011117	gene31614	gene_SUZ12	
Homo_sapiens	ENSG00000154065	ENSGGOG00000005123_13892_M	ENSMMUG00000020328	ENSNLEG00000006727	gene32921	gene_ANKRD29	
Homo_sapiens	ENSG00000005194	ENSGGOG00000012402_16960_M	ENSMMUG00000020472	ENSNLEG00000002876	gene30152	gene_CIAPIN1	
Homo_sapiens	ENSG00000187082	ENSG00000186579_9087_P	ENSG00000187082-1307-M	ENSNLEG00000000404	-	gene_LOC100434290	
Homo_sapiens	ENSG00000204439	ENSG00000204439_2065_M	ENSMMUG00000005305	ENSNLEG00000006199	gene13268	gene_C6H6orf47	
Homo_sapiens	ENSG00000154127	ENSGGOG00000000599_9031_P	ENSMMUG00000002919	ENSNLEG00000007413	gene23528	gene_UBASH3B	
Homo_sapiens	ENSG00000185842	ENSGGOG00000040109_5104_P	ENSMMUG00000039010	ENSNLEG00000013644	gene3428	gene_DNAH14	
Homo_sapiens	ENSG00000155906	ENSGGOG00000007148_19356_M	ENSMMUG00000018342	ENSNLEG00000015387	gene14637	gene_RMND1	
Homo_sapiens	ENSG00000095139	ENSGGOG00000006162_6204_P	ENSMMUG00000002543	ENSNLEG00000007369	gene23453	gene_ARCN1	
Homo_sapiens	ENSG00000145911	ENSGGOG00000000013_18083_P	ENSMMUG00000017607	ENSNLEG00000015729	gene12290	gene_N4BP3	
Homo_sapiens	ENSG00000075891	ENSGGOG00000014908_2546_P	ENSMMUG00000009163	ENSNLEG00000014786	gene21053	gene_PAX2	
Homo_sapiens	ENSG00000177489	ENSG00000177489_2072_P	ENSG00000177489-1314-M	ENSG00000177489-1321-P	gene3758	-	
Homo_sapiens	ENSG00000175262	ENSGGOG00000007485_8617_M	ENSMMUG00000021834	ENSNLEG00000009503	gene180	gene_C1H1orf127	
Homo_sapiens	ENSG00000169710	-	ENSMMUG00000012811	ENSNLEG00000014036	gene32657	gene_FASN	
Homo_sapiens	ENSG00000249115	ENSGGOG00000038605_12949_P	ENSMMUG00000021395	ENSNLEG00000028864	gene34373	gene_HAUS5	
Homo_sapiens	ENSG00000182405	ENSGGOG00000007417_18995_P	ENSMMUG00000045684	-	gene28256	gene_PGBD4	
Homo_sapiens	ENSG00000139626	ENSG00000139626_2077_P	ENSMMUG00000005245	ENSNLEG00000017715	gene24443	gene_ITGB7	
Homo_sapiens	ENSG00000167964	ENSG00000167964_2078_P	ENSMMUG00000002843	ENSNLEG00000009155	gene29485	gene_RAB26	
Homo_sapiens	ENSG00000160218	ENSG00000160218-1001-P	ENSMMUG00000005269	ENSNLEG00000001820	gene36820	gene_TRAPPC10	
Homo_sapiens	ENSG00000159593	ENSGGOG00000006065_12773_M	ENSMMUG00000006752	ENSNLEG00000004047	gene30236	gene_NAE1	
Homo_sapiens	ENSG00000124215	-	ENSMMUG00000008123	ENSNLEG00000031666	gene36310	gene_CDH26	
Homo_sapiens	ENSG00000112304	ENSGGOG00000014244_16632_P	ENSMMUG00000029939	ENSNLEG00000002546	gene12903	gene_ACOT13	
Homo_sapiens	ENSG00000172179	ENSGGOG00000001363_8001_M	ENSMMUG00000020646	ENSNLEG00000001804	gene12942	gene_PRL	
Homo_sapiens	ENSG00000164761	ENSGGOG00000039306_16564_M	ENSMMUG00000016485	ENSNLEG00000004882	gene18092	gene_TNFRSF11B	
Homo_sapiens	ENSG00000146122	ENSGGOG00000008927_1395_P	ENSMMUG00000019072	ENSNLEG00000000499	gene13507	gene_DAAM2	
Homo_sapiens	ENSG00000147119	-	ENSMMUG00000019663	ENSNLEG00000002858	gene38119	gene_CHST7	
Homo_sapiens	ENSG00000183682	-	ENSMMUG00000007493	-	gene827	gene_LOC103892933	
Homo_sapiens	ENSG00000118729	ENSGGOG00000017029_9392_M	ENSMMUG00000008970	ENSNLEG00000004999	gene1886	gene_CASQ2	
Homo_sapiens	ENSG00000173482	-	ENSMMUG00000000768	ENSNLEG00000006934	gene32799	gene_PTPRM	
Homo_sapiens	ENSG00000162975	-	ENSMMUG00000002825	ENSNLEG00000019349	gene3958	gene_KCNF1	
Homo_sapiens	ENSG00000079482	ENSG00000079482_2089_M	ENSMMUG00000018366	ENSNLEG00000000586	gene38388	gene_OPHN1	
Homo_sapiens	ENSG00000132823	ENSGGOG00000022998_12343_M	ENSMMUG00000002838	ENSNLEG00000006587	gene36046	gene_OSER1	
Homo_sapiens	ENSG00000119917	ENSG00000119917-1010-P	ENSMMUG00000005001	ENSNLEG00000019258	gene20878	gene_IFIT3	
Homo_sapiens	ENSG00000138175	ENSG00000138175_2092_M	ENSMMUG00000047000	ENSNLEG00000015183	gene21108	gene_ARL3	
Homo_sapiens	ENSG00000213030	-	ENSMMUG00000040968	ENSG00000213030-1590-M	gene34866	ENSG00000213030-1642-M	
Homo_sapiens	ENSG00000204019	ENSGGOG00000027593_19424_M	ENSMMUG00000020850	ENSNLEG00000014732	gene38846	gene_CT83	
Homo_sapiens	ENSG00000015568	-	-	-	gene4993	gene_LOC100445837	
